provider,sku_id,description,resource_family,resource_group,usage_type,regions,hourly_price_usd,currency,source,accelerator
GCP,8FDF-06F3-45C4,Nvidia Tesla A100 GPU attached to Spot Preemptible VMs running in Columbus,Compute,GPU,Preemptible,us-east5,1.467,USD,GCP Cloud Billing Catalog API,A100
GCP,902C-9CE1-BE44,Commitment v1: Nvidia H100 80GB Mega GPU running in Tokyo for 3 Years,Compute,GPU,Commit3Yr,asia-northeast1,5.777595,USD,GCP Cloud Billing Catalog API,H100
GCP,905B-9FA1-2AA6,Commitment v1: TpuV5p running in Turin for 1 Year,Compute,TPU,Commit1Yr,europe-west12,3.6636,USD,GCP Cloud Billing Catalog API,TPU v5p
GCP,905C-77CD-08AF,Commitment v1: TpuV5e running in Singapore for 1 Year,Compute,TPU,Commit1Yr,asia-southeast1,1.092,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,907A-8579-EF82,Nvidia Tesla A100 GPU attached to DWS Defined Duration VMs running in Netherlands,Compute,GPU,OnDemand,europe-west4,1.613649,USD,GCP Cloud Billing Catalog API,A100
GCP,9093-274D-17E7,Commitment v1: TpuV5p running in Paris for 1 Year,Compute,TPU,Commit1Yr,europe-west9,3.2944,USD,GCP Cloud Billing Catalog API,TPU v5p
GCP,90BE-6CFC-9DDB,Commitment v1: Nvidia H100 80GB Mega GPU running in Las Vegas for 3 Years,Compute,GPU,Commit3Yr,us-west4,5.067206,USD,GCP Cloud Billing Catalog API,H100
GCP,90D4-B185-015E,Commitment v1: Nvidia Tesla T4 GPU running in Melbourne for 1 Year,Compute,GPU,Commit1Yr,australia-southeast2,0.3124,USD,GCP Cloud Billing Catalog API,T4
GCP,9104-D2BE-624C,TpuV5p running in Zurich,Compute,TPU,OnDemand,europe-west6,5.665545,USD,GCP Cloud Billing Catalog API,TPU v5p
GCP,9157-B060-7301,Nvidia Tesla A100 GPU running in Paris,Compute,GPU,OnDemand,europe-west9,3.403333,USD,GCP Cloud Billing Catalog API,A100
GCP,9167-8D0A-9ECE,Commitment v1: Nvidia Tesla P4 GPU running in Seoul for 3 Year,Compute,GPU,Commit3Yr,asia-northeast3,0.292,USD,GCP Cloud Billing Catalog API,P4
GCP,918C-3586-F40B,Capacity Optimized TpuV6e running in Mumbai,Compute,TPU,OnDemand,asia-south1,3.24,USD,GCP Cloud Billing Catalog API,TPU v6e
GCP,91C8-2C3B-0F1F,1/8 vGPU no lssd attached to DWS Defined Duration VMs running in Jakarta,Compute,GPU,OnDemand,asia-southeast2,0.32344,USD,GCP Cloud Billing Catalog API,T4 Fractional
GCP,91C9-9DD9-4757,Commitment v1: Nvidia Tesla P4 GPU running in Berlin for 3 Years,Compute,GPU,Commit3Yr,europe-west10,0.4158,USD,GCP Cloud Billing Catalog API,P4
GCP,91D6-E02B-3C92,Nvidia Tesla P4 GPU attached to DWS Defined Duration VMs running in Montreal,Compute,GPU,OnDemand,northamerica-northeast1,0.66066,USD,GCP Cloud Billing Catalog API,P4
GCP,91E2-1658-C0AA,Commitment v1: Nvidia L4 GPU running in Columbus for 1 Year,Compute,GPU,Commit1Yr,us-east5,0.3973872,USD,GCP Cloud Billing Catalog API,L4
GCP,91FE-F0C1-C428,Commitment v1: Nvidia Tesla A100 GPU running in Berlin for 1 Year,Compute,GPU,Commit1Yr,europe-west10,2.846478,USD,GCP Cloud Billing Catalog API,A100
GCP,9213-B22E-9043,Reserved V5e TPU in London in Calendar Mode,Compute,TPU,OnDemand,europe-west2,0.84,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,925B-19D0-9A0B,Nvidia Tesla P4 GPU attached to Spot Preemptible VMs running in Las Vegas,Compute,GPU,Preemptible,us-west4,0.0881,USD,GCP Cloud Billing Catalog API,P4
GCP,9269-1861-FD0F,Spot Preemptible A4 Nvidia B200 (1 gpu slice) running in Toronto,Compute,GPU,Preemptible,northamerica-northeast2,2.5757,USD,GCP Cloud Billing Catalog API,Blackwell (B200)
GCP,926D-3D71-A635,Commitment v1: 1/8 vGPU in Columbus for 3 Year,Compute,GPU,Commit3Yr,us-east5,0.31309,USD,GCP Cloud Billing Catalog API,T4 Fractional
GCP,9270-027C-5820,Nvidia H100 80GB GPU attached to Spot Preemptible VMs running in Phoenix,Compute,GPU,Preemptible,us-west8,3.4017,USD,GCP Cloud Billing Catalog API,H100
GCP,9295-4868-A258,Commitment v1: Nvidia Tesla P100 GPU running in Salt Lake City for 1 Year,Compute,GPU,Commit1Yr,us-west3,1.103,USD,GCP Cloud Billing Catalog API,P100
GCP,92C5-50F0-CC1D,Commitment v1: Nvidia L4 GPU running in Milan for 3 Years,Compute,GPU,Commit3Yr,europe-west8,0.292341,USD,GCP Cloud Billing Catalog API,L4
GCP,9320-0AC0-4A48,Reserved V5e TPU in Northern Virginia in Calendar Mode,Compute,TPU,OnDemand,us-east4,0.84,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,9353-708C-35DF,Nvidia Tesla A100 80GB GPU attached to Spot Preemptible VMs running in Netherlands,Compute,GPU,Preemptible,europe-west4,2.0545,USD,GCP Cloud Billing Catalog API,A100
GCP,93AD-AC36-D6F9,Reserved H200 141GB GPU in Zurich in Calendar Mode,Compute,GPU,OnDemand,europe-west6,6.474452822,USD,GCP Cloud Billing Catalog API,H200
GCP,93CC-E9B9-923D,Commitment v1: Nvidia Tesla P4 GPU running in Milan for 1 Year,Compute,GPU,Commit1Yr,europe-west8,0.43848,USD,GCP Cloud Billing Catalog API,P4
GCP,93FB-EEBA-4DBC,Commitment v1: Nvidia Tesla A100 GPU running in Hong Kong for 1 Year,Compute,GPU,Commit1Yr,asia-east2,2.352460813,USD,GCP Cloud Billing Catalog API,A100
GCP,9423-2C72-534D,TpuV5e attached to Spot Preemptible VMs running in Mumbai,Compute,TPU,Preemptible,asia-south1,0.239353,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,9426-F3CF-9339,Commitment v1: 1/8 vGPU in Dallas for 3 Year,Compute,GPU,Commit3Yr,us-south1,0.28463,USD,GCP Cloud Billing Catalog API,T4 Fractional
GCP,9460-9B66-B1A8,Commitment v1: A4 Nvidia B200 (1 gpu slice) in Tokyo for 1 Year,Compute,GPU,Commit1Yr,asia-northeast1,13.33908,USD,GCP Cloud Billing Catalog API,Blackwell (B200)
GCP,949F-C94A-202B,Commitment v1: Nvidia Tesla T4 GPU running in Montreal for 1 Year,Compute,GPU,Commit1Yr,northamerica-northeast1,0.23,USD,GCP Cloud Billing Catalog API,T4
GCP,94CE-F36A-86A7,Commitment v1: Nvidia Tesla A100 80GB GPU running in Columbus for 1 Year,Compute,GPU,Commit1Yr,us-east5,3.920752,USD,GCP Cloud Billing Catalog API,A100
GCP,953A-B19C-D7EB,Nvidia Tesla A100 80GB GPU running in Montreal,Compute,GPU,OnDemand,northamerica-northeast1,4.325209,USD,GCP Cloud Billing Catalog API,A100
GCP,9553-FA5F-52D9,Reserved Nvidia H100 80GB Mega GPU in Milan in Calendar Mode,Compute,GPU,OnDemand,europe-west8,4.841121033,USD,GCP Cloud Billing Catalog API,H100
GCP,9593-A4DD-F763,Nvidia L4 GPU running in Berlin,Compute,GPU,OnDemand,europe-west10,0.862462,USD,GCP Cloud Billing Catalog API,L4
GCP,9599-1CA6-5843,Commitment v1: Nvidia Tesla P100 GPU running in Americas for 1 Year,Compute,GPU,Commit1Yr,"us-central1,us-east1,us-west1",0.919,USD,GCP Cloud Billing Catalog API,P100
GCP,95AF-E49E-E3AB,Nvidia H100 80GB GPU running in Montreal,Compute,GPU,OnDemand,northamerica-northeast1,10.78698,USD,GCP Cloud Billing Catalog API,H100
GCP,95BE-3A89-F30F,Nvidia Tesla T4 GPU attached to DWS Defined Duration VMs running in Osaka,Compute,GPU,OnDemand,asia-northeast2,0.37,USD,GCP Cloud Billing Catalog API,T4
GCP,95D0-D151-2BDE,Commitment v1: TpuV5p running in Israel for 3 Years,Compute,TPU,Commit3Yr,me-west1,2.002,USD,GCP Cloud Billing Catalog API,TPU v5p
GCP,9607-3A27-05D4,TpuV5e attached to Spot Preemptible VMs running in Phoenix,Compute,TPU,Preemptible,us-west8,0.375016,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,960B-6180-8A0C,Commitment v1: TpuV5p running in Paris for 3 Years,Compute,TPU,Commit3Yr,europe-west9,2.1112,USD,GCP Cloud Billing Catalog API,TPU v5p
GCP,960D-FFFB-9288,Commitment v1: Nvidia L4 GPU running in Jakarta for 3 Years,Compute,GPU,Commit3Yr,asia-southeast2,0.3388887,USD,GCP Cloud Billing Catalog API,L4
GCP,961C-53C1-384C,Nvidia H100 80GB GPU running in London,Compute,GPU,OnDemand,europe-west2,11.16807,USD,GCP Cloud Billing Catalog API,H100
GCP,9621-1482-C0B1,Reserved V5e TPU in Phoenix in Calendar Mode,Compute,TPU,OnDemand,us-west8,0.84,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,9667-E437-97EF,Commitment v1: Nvidia Tesla V100 GPU running in Melbourne for 1 Year,Compute,GPU,Commit1Yr,australia-southeast2,2.21804,USD,GCP Cloud Billing Catalog API,V100
GCP,9684-F275-3DFD,Commitment v1: TpuV5e running in Sydney for 1 Year,Compute,TPU,Commit1Yr,australia-southeast1,1.05,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,9687-7DD3-93CE,Reserved TpuV5p in Warsaw in Calendar Mode,Compute,TPU,OnDemand,europe-central2,2.94,USD,GCP Cloud Billing Catalog API,TPU v5p
GCP,96AF-FCD3-8C56,Commitment v1: Nvidia Tesla A100 GPU running in Seoul for 3 Year,Compute,GPU,Commit3Yr,asia-northeast3,1.091056239,USD,GCP Cloud Billing Catalog API,A100
GCP,96D8-1F57-EC35,Commitment v1: Nvidia H100 80GB GPU running in Turin for 1 Year,Compute,GPU,Commit1Yr,europe-west12,8.770463,USD,GCP Cloud Billing Catalog API,H100
GCP,9729-5F05-D31D,Commitment v1: Nvidia L4 GPU running in Virginia for 3 Years,Compute,GPU,Commit3Yr,us-east4,0.25119292,USD,GCP Cloud Billing Catalog API,L4
GCP,973D-5D97-05A0,Nvidia Tesla V100 GPU running in Doha,Compute,GPU,OnDemand,me-central1,3.0132,USD,GCP Cloud Billing Catalog API,V100
GCP,976A-D3D9-74CD,Reserved Nvidia H100 80GB Mega GPU in Americas in Calendar Mode,Compute,GPU,OnDemand,"us-central1,us-east1,us-west1",4.841121033,USD,GCP Cloud Billing Catalog API,H100
GCP,977D-B187-C13B,Nvidia Tesla T4 GPU attached to DWS Defined Duration VMs running in Taiwan,Compute,GPU,OnDemand,asia-east1,0.35,USD,GCP Cloud Billing Catalog API,T4
GCP,977F-B732-D425,TpuV5e attached to Spot Preemptible VMs running in Berlin,Compute,TPU,Preemptible,europe-west10,0.8778,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,97A5-D1C6-4BCD,Commitment v1: Nvidia L4 GPU running in Netherlands for 3 Years,Compute,GPU,Commit3Yr,europe-west4,0.264883595,USD,GCP Cloud Billing Catalog API,L4
GCP,97C5-A936-543D,Commitment v1: Nvidia H100 80GB Mega GPU running in Tokyo for 1 Year,Compute,GPU,Commit1Yr,asia-northeast1,9.135277,USD,GCP Cloud Billing Catalog API,H100
GCP,97C9-FE45-11EC,Reserved H200 141GB GPU in Taiwan in Calendar Mode,Compute,GPU,OnDemand,asia-east1,6.474452822,USD,GCP Cloud Billing Catalog API,H200
GCP,97D4-BCD0-1E1A,Nvidia L4 GPU attached to DWS Defined Duration VMs running in Zurich,Compute,GPU,OnDemand,europe-west6,0.7834403,USD,GCP Cloud Billing Catalog API,L4
GCP,97E4-7726-3B70,Nvidia H100 80GB GPU attached to DWS Defined Duration VMs running in Virginia,Compute,GPU,OnDemand,us-east4,4.200761,USD,GCP Cloud Billing Catalog API,H100
GCP,9806-D0F6-73DF,Nvidia Tesla T4 GPU attached to DWS Defined Duration VMs running in Mexico,Compute,GPU,OnDemand,northamerica-south1,0.3815,USD,GCP Cloud Billing Catalog API,T4
GCP,981F-36E7-A485,Commitment v1: Nvidia L4 GPU running in Salt Lake City for 1 Year,Compute,GPU,Commit1Yr,us-west3,0.4241314,USD,GCP Cloud Billing Catalog API,L4
GCP,9843-CBC7-BB88,Commitment v1: Nvidia Tesla T4 GPU running in Paris for 3 Years,Compute,GPU,Commit3Yr,europe-west9,0.1856,USD,GCP Cloud Billing Catalog API,T4
GCP,9876-BEEE-2B83,Reserved V6e TPU in Oregon in Calendar Mode,Compute,TPU,OnDemand,us-west1,1.89,USD,GCP Cloud Billing Catalog API,TPU v6e
GCP,9878-2CD1-2002,Reserved H200 141GB GPU in Salt Lake City in Calendar Mode,Compute,GPU,OnDemand,us-west3,6.474452822,USD,GCP Cloud Billing Catalog API,H200
GCP,9881-9A27-3C45,Commitment v1: TpuV5p running in Belgium for 1 Year,Compute,TPU,Commit1Yr,europe-west1,3.127124,USD,GCP Cloud Billing Catalog API,TPU v5p
GCP,98B3-EC98-CC60,Commitment v1: 1/8 vGPU in Netherlands for 3 Year,Compute,GPU,Commit3Yr,europe-west4,0.31309,USD,GCP Cloud Billing Catalog API,T4 Fractional
GCP,98C2-9B59-22C7,Commitment v1: Capacity Optimized TpuV6e running in Americas for 3 Years,Compute,TPU,Commit3Yr,"us-west1,us-central1,us-east1",1.22,USD,GCP Cloud Billing Catalog API,TPU v6e
GCP,98E6-76F4-8B96,Reserved Nvidia H100 80GB GPU in Stockholm in Calendar Mode,Compute,GPU,OnDemand,europe-north2,4.570090841,USD,GCP Cloud Billing Catalog API,H100
GCP,9905-DE61-A632,Commitment v1: Nvidia Tesla P4 GPU running in Sydney for 3 Year,Compute,GPU,Commit3Yr,australia-southeast1,0.292,USD,GCP Cloud Billing Catalog API,P4
GCP,992B-A4F1-C4FB,Commitment v1: Nvidia L4 GPU running in Toronto for 3 Years,Compute,GPU,Commit3Yr,northamerica-northeast2,0.2774971,USD,GCP Cloud Billing Catalog API,L4
GCP,9950-AF66-4BF7,Reserved TpuV5p in Berlin in Calendar Mode,Compute,TPU,OnDemand,europe-west10,2.94,USD,GCP Cloud Billing Catalog API,TPU v5p
GCP,9974-E5B0-038B,Commitment v1: TpuV5e running in Madrid for 3 Years,Compute,TPU,Commit3Yr,europe-southwest1,0.6372,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,99B0-D80B-3ADD,DWS Calendar Mode A4 Nvidia B200 (1 gpu slice) in Tokyo,Compute,GPU,OnDemand,asia-northeast1,11.277,USD,GCP Cloud Billing Catalog API,Blackwell (B200)
GCP,99CD-60B9-4765,Reserved Nvidia H100 80GB GPU in Doha in Calendar Mode,Compute,GPU,OnDemand,me-central1,4.570090841,USD,GCP Cloud Billing Catalog API,H100
GCP,99EA-D877-A8D3,Commitment v1: Nvidia Tesla T4 GPU running in APAC for 1 Year,Compute,GPU,Commit1Yr,asia-east1,0.22,USD,GCP Cloud Billing Catalog API,T4
GCP,99F3-E5D8-3CC5,Nvidia Tesla A100 GPU running in Doha,Compute,GPU,OnDemand,me-central1,3.564698,USD,GCP Cloud Billing Catalog API,A100
GCP,99F9-B72D-30B0,Commitment v1: Nvidia H100 80GB GPU running in Phoenix for 1 Year,Compute,GPU,Commit1Yr,us-west8,6.798809,USD,GCP Cloud Billing Catalog API,H100
GCP,9A14-2938-353E,Nvidia Tesla T4 GPU running in Montreal,Compute,GPU,OnDemand,northamerica-northeast1,0.385,USD,GCP Cloud Billing Catalog API,T4
GCP,9A23-CA8F-9256,Commitment v1: Nvidia Tesla T4 GPU running in Virginia for 1 Year,Compute,GPU,Commit1Yr,us-east4,0.23,USD,GCP Cloud Billing Catalog API,T4
GCP,9A5B-BABA-1800,A4 Nvidia B200 (1 gpu slice) attached to DWS Defined Duration VMs running in Santiago,Compute,GPU,OnDemand,southamerica-west1,8.055,USD,GCP Cloud Billing Catalog API,Blackwell (B200)
GCP,9A7C-D787-1EFD,TpuV6e attached to Spot Preemptible VMs running in Americas,Compute,TPU,Preemptible,"us-central1,us-east1,us-west1",0.540137,USD,GCP Cloud Billing Catalog API,TPU v6e
GCP,9A82-FE2E-B5FB,Commitment v1: TpuV5p running in London for 1 Year,Compute,TPU,Commit1Yr,europe-west2,3.2376,USD,GCP Cloud Billing Catalog API,TPU v5p
GCP,9A8D-FD21-8B23,Commitment v1: Nvidia Tesla A100 GPU running in EMEA for 1 Year,Compute,GPU,Commit1Yr,europe-west1,1.84836204,USD,GCP Cloud Billing Catalog API,A100
GCP,9B0F-5408-AA96,Nvidia Tesla P4 GPU running in Los Angeles,Compute,GPU,OnDemand,us-west2,0.72,USD,GCP Cloud Billing Catalog API,P4
GCP,9B39-8DC4-D18B,Nvidia L4 GPU running in Doha,Compute,GPU,OnDemand,me-central1,0.6804489,USD,GCP Cloud Billing Catalog API,L4
GCP,9B46-3770-1ED9,Commitment v1: A4 Nvidia B200 (1 gpu slice) in Los Angeles for 1 Year,Compute,GPU,Commit1Yr,us-west2,11.1159,USD,GCP Cloud Billing Catalog API,Blackwell (B200)
GCP,9B77-3601-8EEB,Nvidia H100 80GB GPU running in Sydney,Compute,GPU,OnDemand,australia-southeast1,12.24569,USD,GCP Cloud Billing Catalog API,H100
GCP,9B80-5A20-FD85,Commitment v1: Nvidia H100 80GB Mega GPU running in Netherlands for 1 Year,Compute,GPU,Commit1Yr,europe-west4,9.247671,USD,GCP Cloud Billing Catalog API,H100
GCP,9B93-F3FE-5B3F,Commitment v1: TpuV5p running in Tokyo for 3 Years,Compute,TPU,Commit3Yr,asia-northeast1,2.337244,USD,GCP Cloud Billing Catalog API,TPU v5p
GCP,9BAB-2A9A-67E2,Commitment v1: TPU7x running in Americas for 3 Years,Compute,TPU,Commit3Yr,"us-west1,us-central1,us-east1",5.4,USD,GCP Cloud Billing Catalog API,TPU v7
GCP,9BBC-6855-1C9A,Nvidia Tesla A100 GPU attached to Spot Preemptible VMs running in Netherlands,Compute,GPU,Preemptible,europe-west4,1.2276,USD,GCP Cloud Billing Catalog API,A100
GCP,9BBE-A9D3-9E73,Reserved Nvidia H100 80GB GPU in Toronto in Calendar Mode,Compute,GPU,OnDemand,northamerica-northeast2,4.570090841,USD,GCP Cloud Billing Catalog API,H100
GCP,9BDF-0244-DB2A,Nvidia Tesla T4 GPU running in London,Compute,GPU,OnDemand,europe-west2,0.41,USD,GCP Cloud Billing Catalog API,T4
GCP,9C26-FB2B-1F1A,Nvidia L4 GPU attached to Spot Preemptible VMs running in Delhi,Compute,GPU,Preemptible,asia-south2,0.0959,USD,GCP Cloud Billing Catalog API,L4
GCP,9C5E-22A9-05FD,Commitment v1: Nvidia Tesla T4 GPU running in Mumbai for 3 Year,Compute,GPU,Commit3Yr,asia-south1,0.18,USD,GCP Cloud Billing Catalog API,T4
GCP,9C76-CF3F-9FEC,Nvidia L4 GPU running in Madrid,Compute,GPU,OnDemand,europe-southwest1,0.6608475,USD,GCP Cloud Billing Catalog API,L4
GCP,9C7A-8F48-FE5D,Nvidia Tesla A100 GPU attached to Spot Preemptible VMs running in Las Vegas,Compute,GPU,Preemptible,us-west4,1.3026,USD,GCP Cloud Billing Catalog API,A100
GCP,9C80-AAE8-A7F2,TpuV5e attached to Spot Preemptible VMs running in Sydney,Compute,TPU,Preemptible,australia-southeast1,0.7125,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,9C96-13A0-F0E2,Commitment v1: Nvidia Tesla A100 80GB GPU running in Salt Lake City for 1 Year,Compute,GPU,Commit1Yr,us-west3,4.184618,USD,GCP Cloud Billing Catalog API,A100
GCP,9CAE-F3E0-6D67,TpuV5e running in Columbus,Compute,TPU,OnDemand,us-east5,1.2,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,9CC4-FBA9-BE3A,Commitment v1: Nvidia L4 GPU running in Delhi for 1 Year,Compute,GPU,Commit1Yr,asia-south2,0.4237785,USD,GCP Cloud Billing Catalog API,L4
GCP,9CF7-A90E-AEC1,Commitment v1: Nvidia Tesla T4 GPU running in Israel for 1 Year,Compute,GPU,Commit1Yr,me-west1,0.242,USD,GCP Cloud Billing Catalog API,T4
GCP,9D03-9B5A-FA02,Nvidia Tesla T4 GPU attached to DWS Defined Duration VMs running in Virginia,Compute,GPU,OnDemand,us-east4,0.35,USD,GCP Cloud Billing Catalog API,T4
GCP,9D1A-571C-DA88,Reserved H200 141GB GPU in Tokyo in Calendar Mode,Compute,GPU,OnDemand,asia-northeast1,6.474452822,USD,GCP Cloud Billing Catalog API,H200
GCP,9D2A-5124-7078,Nvidia H100 80GB GPU attached to Spot Preemptible VMs running in Netherlands,Compute,GPU,Preemptible,europe-west4,3.9013,USD,GCP Cloud Billing Catalog API,H100
GCP,9D2D-97D0-2314,TpuV5p attached to Spot Preemptible VMs running in Netherlands,Compute,TPU,Preemptible,europe-west4,1.217013,USD,GCP Cloud Billing Catalog API,TPU v5p
GCP,9D4C-6A96-3688,Nvidia Tesla P4 GPU running in Columbus,Compute,GPU,OnDemand,us-east5,0.6,USD,GCP Cloud Billing Catalog API,P4
GCP,9D8C-EC5C-9714,Nvidia Tesla T4 GPU running in Frankfurt,Compute,GPU,OnDemand,europe-west3,0.41,USD,GCP Cloud Billing Catalog API,T4
GCP,9DCD-D805-3098,H200 141GB GPU attached to Spot Preemptible VMs running in Belgium,Compute,GPU,Preemptible,europe-west1,5.1266,USD,GCP Cloud Billing Catalog API,H200
GCP,9DD4-47B7-9F1F,TpuV5e running in Phoenix,Compute,TPU,OnDemand,us-west8,1.2,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,9DD8-76BD-5A72,TpuV5e attached to Spot Preemptible VMs running in Zurich,Compute,TPU,Preemptible,europe-west6,0.321952,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,9DE2-6B5E-E4BD,Commitment v1: Nvidia Tesla A100 GPU running in Dammam for 3 Years,Compute,GPU,Commit3Yr,me-central2,1.642988,USD,GCP Cloud Billing Catalog API,A100
GCP,9DFB-82E6-2040,Nvidia Tesla T4 GPU attached to Spot Preemptible VMs running in Warsaw,Compute,GPU,Preemptible,europe-central2,0.1722,USD,GCP Cloud Billing Catalog API,T4
GCP,9E11-8115-4240,Nvidia Tesla V100 GPU attached to Spot Preemptible VMs running in Seoul,Compute,GPU,Preemptible,asia-northeast3,0.74,USD,GCP Cloud Billing Catalog API,V100
GCP,9E24-90F6-6596,Nvidia Tesla A100 80GB GPU attached to Spot Preemptible VMs running in Los Angeles,Compute,GPU,Preemptible,us-west2,0.7699,USD,GCP Cloud Billing Catalog API,A100
GCP,9E2D-11C2-DC5E,TpuV5e attached to Spot Preemptible VMs running in Milan,Compute,TPU,Preemptible,europe-west8,0.266971,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,9E41-CEC8-4C4C,Nvidia Tesla P100 GPU running in Israel,Compute,GPU,OnDemand,me-west1,1.606,USD,GCP Cloud Billing Catalog API,P100
GCP,9E54-A845-BE8A,Commitment v1: 1/8 vGPU in Mumbai for 3 Year,Compute,GPU,Commit3Yr,asia-south1,0.37002,USD,GCP Cloud Billing Catalog API,T4 Fractional
GCP,9E59-A29A-6786,Commitment v1: Nvidia Tesla A100 80GB GPU running in Frankfurt for 3 Years,Compute,GPU,Commit3Yr,europe-west3,3.989647,USD,GCP Cloud Billing Catalog API,A100
GCP,9E72-9836-DA9B,H200 141GB GPU attached to DWS Defined Duration VMs running in Doha,Compute,GPU,OnDemand,me-central1,4.575323,USD,GCP Cloud Billing Catalog API,H200
GCP,9E8E-CEF8-D617,Commitment v1: Nvidia H100 80GB GPU running in Dammam for 3 Years,Compute,GPU,Commit3Yr,me-central2,6.879838,USD,GCP Cloud Billing Catalog API,H100
GCP,9EB7-C463-3DB2,Commitment v1: Nvidia L4 GPU running in Taiwan for 3 Years,Compute,GPU,Commit3Yr,asia-east1,0.2918118,USD,GCP Cloud Billing Catalog API,L4
GCP,9EB8-9D0B-BC9E,1/8 vGPU no lssd running in Mumbai,Compute,GPU,OnDemand,asia-south1,0.84094,USD,GCP Cloud Billing Catalog API,T4 Fractional
GCP,9F06-C5F7-EABF,Commitment v1: Nvidia H100 80GB Mega GPU running in Frankfurt for 3 Years,Compute,GPU,Commit3Yr,europe-west3,5.308801,USD,GCP Cloud Billing Catalog API,H100
GCP,9F2F-CB34-0AB8,Nvidia L4 GPU attached to DWS Defined Duration VMs running in Virginia,Compute,GPU,OnDemand,us-east4,0.5600402,USD,GCP Cloud Billing Catalog API,L4
GCP,9F4A-1A5E-C541,Commitment v1: Nvidia H100 80GB GPU running in Jakarta for 1 Year,Compute,GPU,Commit1Yr,asia-southeast2,9.142358,USD,GCP Cloud Billing Catalog API,H100
GCP,9FA1-26D4-40ED,Reserved Nvidia H100 80GB GPU in Zurich in Calendar Mode,Compute,GPU,OnDemand,europe-west6,4.570090841,USD,GCP Cloud Billing Catalog API,H100
GCP,A056-2053-CFAA,Nvidia H100 80GB GPU running in Melbourne,Compute,GPU,OnDemand,australia-southeast2,12.73552,USD,GCP Cloud Billing Catalog API,H100
GCP,A05F-F84F-F790,Commitment v1: Nvidia H100 80GB Mega GPU running in Columbus for 1 Year,Compute,GPU,Commit1Yr,us-east5,7.113593,USD,GCP Cloud Billing Catalog API,H100
GCP,A08D-3BA2-D684,Commitment v1: Nvidia Tesla P100 GPU running in Berlin for 1 Year,Compute,GPU,Commit1Yr,europe-west10,1.41526,USD,GCP Cloud Billing Catalog API,P100
GCP,A0AD-E652-D4F9,A4 Nvidia B200 (1 gpu slice) attached to DWS Defined Duration VMs running in Americas,Compute,GPU,OnDemand,"us-west1,us-central1,us-east1",8.055,USD,GCP Cloud Billing Catalog API,Blackwell (B200)
GCP,A0D3-9F8A-4B4C,Commitment v1: Nvidia H100 80GB GPU running in Jakarta for 3 Years,Compute,GPU,Commit3Yr,asia-southeast2,5.782074,USD,GCP Cloud Billing Catalog API,H100
GCP,A110-78AF-F86C,Commitment v1: Nvidia Tesla V100 GPU running in Israel for 1 Year,Compute,GPU,Commit1Yr,me-west1,1.7182,USD,GCP Cloud Billing Catalog API,V100
GCP,A124-7147-378A,Nvidia L4 GPU attached to Spot Preemptible VMs running in Warsaw,Compute,GPU,Preemptible,europe-central2,0.0883,USD,GCP Cloud Billing Catalog API,L4
GCP,A12C-B1D7-0769,Commitment v1: TpuV5e running in Columbus for 1 Year,Compute,TPU,Commit1Yr,us-east5,0.84,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,A152-C7DF-4872,Nvidia Tesla P4 GPU running in Americas,Compute,GPU,OnDemand,"us-central1,us-east1,us-west1",0.6,USD,GCP Cloud Billing Catalog API,P4
GCP,A15D-E268-CBBD,TpuV5p running in Paris,Compute,TPU,OnDemand,europe-west9,4.698,USD,GCP Cloud Billing Catalog API,TPU v5p
GCP,A167-5892-9726,Commitment v1: TpuV5p running in Virginia for 1 Year,Compute,TPU,Commit1Yr,us-east4,2.84,USD,GCP Cloud Billing Catalog API,TPU v5p
GCP,A173-2D96-AED0,Commitment v1: Nvidia L4 GPU running in Los Angeles for 1 Year,Compute,GPU,Commit1Yr,us-west2,0.4241314,USD,GCP Cloud Billing Catalog API,L4
GCP,A18A-13E8-0BAF,Nvidia H100 80GB GPU attached to Spot Preemptible VMs running in Dammam,Compute,GPU,Preemptible,me-central2,2.6803,USD,GCP Cloud Billing Catalog API,H100
GCP,A18F-4F6E-D3EA,TpuV6e attached to Spot Preemptible VMs running in Tokyo,Compute,TPU,Preemptible,asia-northeast1,1.146851,USD,GCP Cloud Billing Catalog API,TPU v6e
GCP,A1C5-5CBC-B418,Nvidia L4 GPU attached to Spot Preemptible VMs running in Johannesburg,Compute,GPU,Preemptible,africa-south1,0.0895,USD,GCP Cloud Billing Catalog API,L4
