provider,service_code,service_name,service_title,category,source,collection_date,category_v2,category_v3
GCP,A368-396E-EF7F,VMware Tanzu Greenplum Hourly,VMware Tanzu Greenplum Hourly,Compute,Google Cloud Billing Catalog API,2026-05-28,Compute,Compute
GCP,A59B-BFC3-46AD,Stratusphere UX Database (6.1.5),Stratusphere UX Database (6.1.5),Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,A603-C604-CF0E,Aiven for Apache Kafka MirrorMaker 2,Aiven for Apache Kafka MirrorMaker 2,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,A668-ABC5-9B82,Airtable,Airtable,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,A7C3-CC71-FD33,Wallarm Advanced API Security and WAAP Platform,Wallarm Advanced API Security and WAAP Platform,Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,A860-874E-CE41,"F5 Networks F5 Per-App VE  BIG-IP LTM  (PAYG, 200Mbps)","F5 Networks F5 Per-App VE  BIG-IP LTM  (PAYG, 200Mbps)",Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,A87F-D283-E763,MySQL 5.7 on Windows 2012 R2,MySQL 5.7 on Windows 2012 R2,Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,A97C-594D-C6AB,Joomla!,Joomla!,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,A99C-FB9A-7F5C,End-to-end Testing Kubernetes test solution,End-to-end Testing Kubernetes test solution,Compute,Google Cloud Billing Catalog API,2026-05-28,Compute,Compute
GCP,A9A5-163C-8ED5,SpendAi,SpendAi,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,A9BD-FD2B-0E45,Data360 Analyze - Hourly Paid,Data360 Analyze - Hourly Paid,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,AA1E-78BC-757F,Dace IT℠with Intel OpenVINO™ Intelligent Traffic Management 2021,Dace IT℠with Intel OpenVINO™ Intelligent Traffic Management 2021,Management,Google Cloud Billing Catalog API,2026-05-28,Management,Management
GCP,AA51-DD00-0D8F,Aiven Platform: Managed Database and Data Streaming Services,Aiven Platform: Managed Database and Data Streaming Services,Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,AAAE-042A-93A7,Multiuser Python Jupyter notebook for AI/ML,Multiuser Python Jupyter notebook for AI/ML,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,AB1F-6E1A-E9EF,Real-Time Integration to Cloud Spanner,Real-Time Integration to Cloud Spanner,Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,AD74-09F0-CDF1,USAN Dialogflow Enterprise Telephony Gateway,USAN Dialogflow Enterprise Telephony Gateway,Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,ADA4-0368-578C,AISE TensorFlow NVidia GPU Production,AISE TensorFlow NVidia GPU Production,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,AF68-E2E7-6A07,"Lacework, Inc. Lacework Cloud Security Platform","Lacework, Inc. Lacework Cloud Security Platform",Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,AF9A-5F4C-31E5,Recommendations AI,Recommendations AI,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,AFD4-4E26-6CBC,"F5 Networks F5 Per-App VE - Advanced WAF + LTM (PAYG, 200M)","F5 Networks F5 Per-App VE - Advanced WAF + LTM (PAYG, 200M)",Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,AFD5-0BDF-2F92,Real-Time Data Integration to Google Cloud Storage,Real-Time Data Integration to Google Cloud Storage,Storage,Google Cloud Billing Catalog API,2026-05-28,Storage,Storage
GCP,B114-A969-6354,"F5 BIG-IP VE – LTM/DNS   (BYOL, 2 Boot Locations)","F5 BIG-IP VE – LTM/DNS   (BYOL, 2 Boot Locations)",Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,B172-FDD7-0DBE,JENKINS,JENKINS,DevOps,Google Cloud Billing Catalog API,2026-05-28,Other,Other
GCP,B18A-193A-B18D,CloudBees Jenkins Distribution,CloudBees Jenkins Distribution,DevOps,Google Cloud Billing Catalog API,2026-05-28,Other,Other
GCP,B3C4-4767-F8EF,Speech-to-Text On-Prem,Speech-to-Text On-Prem,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,B3FB-3440-E6EB,FlashGrid Cluster for Oracle RAC / SI Database (OL7),FlashGrid Cluster for Oracle RAC / SI Database (OL7),Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,B4FE-07DA-A400,VM-Series Next-Generation Firewall Bundle 1,VM-Series Next-Generation Firewall Bundle 1,Compute,Google Cloud Billing Catalog API,2026-05-28,Security,Compute
GCP,B52F-5A3D-57A8,Sales ML,Sales ML,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,B535-ED6D-9507,Instana - Container & Microservices Monitoring on GCP,Instana - Container & Microservices Monitoring on GCP,Compute,Google Cloud Billing Catalog API,2026-05-28,Compute,Compute
GCP,B578-1C3B-DCC2,"Vertica Data Warehouse, Eon BYOL","Vertica Data Warehouse, Eon BYOL",Analytics,Google Cloud Billing Catalog API,2026-05-28,Other,Analytics
GCP,B681-1E96-9DE3,AXI AI Forecast ML,AXI AI Forecast ML,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,B899-77F3-1A7B,PostgreSQL,PostgreSQL,Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,B96C-F8F9-92B8,PerimeterX Code Defender,PerimeterX Code Defender,Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,BA71-906B-95A8,Eventarc,Eventarc,Messaging / Integration,Google Cloud Billing Catalog API,2026-05-28,Other,Other
GCP,BA9E-0885-F593,Zadara Cube - 40TB Block and File Storage,Zadara Cube - 40TB Block and File Storage,Storage,Google Cloud Billing Catalog API,2026-05-28,Storage,Storage
GCP,BAFF-09F1-395B,OrchardCMS: The Ultimate Content Management System,OrchardCMS: The Ultimate Content Management System,Management,Google Cloud Billing Catalog API,2026-05-28,Management,Management
GCP,BBDB-A1ED-7E4F,Redis®*-v-5-0-7-04-08-2021,Redis®*-v-5-0-7-04-08-2021,Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,BE37-0FCF-2D61,Airlock Gateway 7.6,Airlock Gateway 7.6,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,C001-C139-6771,Jenkins on Windows 2012 R2,Jenkins on Windows 2012 R2,DevOps,Google Cloud Billing Catalog API,2026-05-28,Other,Other
GCP,C062-0239-35AB,Delphix DevOps Data Platform for Google Cloud Platform (3TB),Delphix DevOps Data Platform for Google Cloud Platform (3TB),DevOps,Google Cloud Billing Catalog API,2026-05-28,Other,Other
GCP,C079-64FE-9109,VMware Engine,VMware Engine,Compute,Google Cloud Billing Catalog API,2026-05-28,Compute,Compute
GCP,C07F-DB2D-BB31,Storage Made Easy Enterprise File Fabric,Storage Made Easy Enterprise File Fabric,Storage,Google Cloud Billing Catalog API,2026-05-28,Storage,Storage
GCP,C082-44C2-29AE,Arista Networks Inc. cloudeos-router-payg,Arista Networks Inc. cloudeos-router-payg,Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,C08E-37B9-80D3,Cloud Vision API,Cloud Vision API,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,C096-CD96-16B6,AXI AI SAP EasyConnect Plus,AXI AI SAP EasyConnect Plus,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,C1F4-4081-8121,omniX Vision | Analyze video in real time,omniX Vision | Analyze video in real time,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,C2B0-0683-86E8,NVIDIA Image for AI using GPUs,NVIDIA Image for AI using GPUs,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,C2C2-363D-1F89,OrchardCMS: The Ultimate Content Management System,OrchardCMS: The Ultimate Content Management System,Management,Google Cloud Billing Catalog API,2026-05-28,Management,Management
GCP,C399-D6B0-149D,Marketing ML,Marketing ML,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,C3BE-24A5-0975,Cloud Bigtable,Cloud Bigtable,Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,C473-562C-110E,End-to-end Testing dm-solution-with-support,End-to-end Testing dm-solution-with-support,Billing / Support,Google Cloud Billing Catalog API,2026-05-28,Other,Other
GCP,C481-A385-72C1,ScaleArc for MySQL,ScaleArc for MySQL,Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,C56B-E4CF-41A7,Aviatrix Cloud Network CoPilot,Aviatrix Cloud Network CoPilot,Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,C5CF-2B8E-DB4D,CubeBackup-for-Docker,CubeBackup-for-Docker,Storage,Google Cloud Billing Catalog API,2026-05-28,Storage,Storage
GCP,C648-B248-FAAB,Education ML,Education ML,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,C665-08F1-3BCD,JFrog DevOps Platform - Enterprise X,JFrog DevOps Platform - Enterprise X,DevOps,Google Cloud Billing Catalog API,2026-05-28,Other,Other
GCP,C73A-560A-AA73,SPARKMLLIB,SPARKMLLIB,Analytics,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,Analytics
GCP,C73B-2497-52D8,FlashGrid Cluster for Oracle RAC / SI Database (OL8),FlashGrid Cluster for Oracle RAC / SI Database (OL8),Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,C7E2-9256-1C43,Vertex AI,Vertex AI,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,C813-1887-5DF5,FortiGate Next-Generation Firewall (BYOL),FortiGate Next-Generation Firewall (BYOL),Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,C896-A787-8C84,Exasol Analytics Database BYOL,Exasol Analytics Database BYOL,Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,CAC9-F3C7-B492,Zadara Cube - 3.2TB SSD Block and File Storage,Zadara Cube - 3.2TB SSD Block and File Storage,Storage,Google Cloud Billing Catalog API,2026-05-28,Storage,Storage
GCP,CAD8-1AAB-F97D,Virtual Web Application Firewall,Virtual Web Application Firewall,Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,CC63-0873-48FD,Cloud Spanner,Cloud Spanner,Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,CC8F-E88B-8404,"F5 Networks F5 Per-App VE  BIG-IP LTM  (PAYG, 25Mbps)","F5 Networks F5 Per-App VE  BIG-IP LTM  (PAYG, 25Mbps)",Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,CCD8-9BF1-090E,Kubernetes Engine,Kubernetes Engine,Compute,Google Cloud Billing Catalog API,2026-05-28,Compute,Compute
GCP,CEAC-A377-01E2,VM Bugbash 8,VM Bugbash 8,Compute,Google Cloud Billing Catalog API,2026-05-28,Other,Compute
GCP,D231-A46B-B9CA,aelf Blockchain for Enterprise,aelf Blockchain for Enterprise,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,D260-5FA3-DB05,Aiven for Apache Kafka,Aiven for Apache Kafka,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,D35D-C4B7-89DB,Couchbase Sync Gateway (BYOL),Couchbase Sync Gateway (BYOL),Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,D35F-5FDC-481E,BlueCat DNS for Google Cloud Platform,BlueCat DNS for Google Cloud Platform,Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,D4BA-2EE5-1D7D,Supplier ML,Supplier ML,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,D64E-AF12-1813,Cloud Data Loss Prevention,Cloud Data Loss Prevention,Messaging / Integration,Google Cloud Billing Catalog API,2026-05-28,Other,Other
GCP,D755-FF83-08A7,Cloud Security Connector for Zscaler (ZIA),Cloud Security Connector for Zscaler (ZIA),Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,D7AF-4D89-3C2F,Value Chain ML,Value Chain ML,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,D7C1-3BB4-C0A8,"F5 Networks F5 Per-App VE  Advanced WAF  (PAYG, 25Mbps)","F5 Networks F5 Per-App VE  Advanced WAF  (PAYG, 25Mbps)",Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,D870-408D-92A6,Cloud Document AI API,Cloud Document AI API,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,D876-6B60-6041,Evidian IDaaS (Identity as a Service),Evidian IDaaS (Identity as a Service),Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,D931-C0D6-087A,Accelerated Joomla,Accelerated Joomla,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,D98A-BF89-4415,Redis: High-Performance In-Memory Data Store,Redis: High-Performance In-Memory Data Store,Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,DA1B-B9C8-944D,MySQL 5.7,MySQL 5.7,Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,DB9C-E2E2-5C14,NETSCOUT Application Performance Management for GCP,NETSCOUT Application Performance Management for GCP,Management,Google Cloud Billing Catalog API,2026-05-28,Management,Management
GCP,DC5D-D207-FD2F,Identity Platform,Identity Platform,Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,DCA3-44D1-341C,Barracuda CloudGen Firewall (BYOL),Barracuda CloudGen Firewall (BYOL),Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,DCC9-8DB9-673F,BigQuery Storage API,BigQuery Storage API,Storage,Google Cloud Billing Catalog API,2026-05-28,Storage,Storage
GCP,DDB4-B88A-C380,"Vertica Data Warehouse, Eon by the Hour","Vertica Data Warehouse, Eon by the Hour",Analytics,Google Cloud Billing Catalog API,2026-05-28,Other,Analytics
GCP,DEFB-D14E-F638,vSRX Next Generation Firewall,vSRX Next Generation Firewall,Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,DF46-13F9-1229,VM-Series Next-Generation Firewall (BYOL),VM-Series Next-Generation Firewall (BYOL),Compute,Google Cloud Billing Catalog API,2026-05-28,Security,Compute
GCP,E043-C790-E901,Cisco Firepower Management Center (FMCv) BYOL,Cisco Firepower Management Center (FMCv) BYOL,Management,Google Cloud Billing Catalog API,2026-05-28,Management,Management
GCP,E19D-14A9-5725,Cloud Machine Learning Engine,Cloud Machine Learning Engine,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,E33D-F35F-F6C5,FortiManager Centralized Security Management,FortiManager Centralized Security Management,Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,E342-B6DB-4748,Tempered Airwall Gateway v3.0.0,Tempered Airwall Gateway v3.0.0,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,E505-1604-58F8,Networking,Networking,Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,E51C-03E8-8B48,Aviatrix Cloud Network Controller,Aviatrix Cloud Network Controller,Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,E552-B7A8-0941,Zadara Cube - 20TB Block and File Storage,Zadara Cube - 20TB Block and File Storage,Storage,Google Cloud Billing Catalog API,2026-05-28,Storage,Storage
GCP,E5FE-878F-FECE,Vertex AI Vision,Vertex AI Vision,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,E749-01A2-AE1F,Network Security,Network Security,Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,E88F-D0FA-C1F1,Blockchain Accelerator,Blockchain Accelerator,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,E904-3803-243D,Kubernetes Cost Attribution,Kubernetes Cost Attribution,Compute,Google Cloud Billing Catalog API,2026-05-28,Compute,Compute
GCP,E9E6-7C65-5FBC,OpenLogic CentOS 7.9 (v20201130) - Security Hardened,OpenLogic CentOS 7.9 (v20201130) - Security Hardened,Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,ED34-2A09-AC0E,Red Pill Analytics,Red Pill Analytics,Analytics,Google Cloud Billing Catalog API,2026-05-28,Analytics,Analytics
GCP,EDA4-10BF-88A3,Cloud AutoML,Cloud AutoML,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,EE2F-D110-890C,Cloud Key Management Service (KMS),Cloud Key Management Service (KMS),Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,EEEF-E90C-5339,speech-onprem-private INTERNAL Speech-to-Text On-Prem DevTest,speech-onprem-private INTERNAL Speech-to-Text On-Prem DevTest,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,EF22-4122-71B1,Real-Time Data Integration to BigQuery,Real-Time Data Integration to BigQuery,Analytics,Google Cloud Billing Catalog API,2026-05-28,Analytics,Analytics
GCP,F126-023F-1D57,Real-Time Integration to Cloud SQL for PostgreSQL,Real-Time Integration to Cloud SQL for PostgreSQL,Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,F17B-412E-CB64,App Engine,App Engine,Compute,Google Cloud Billing Catalog API,2026-05-28,Compute,Compute
GCP,F257-99C0-20C0,Redis Enterprise Cloud,Redis Enterprise Cloud,Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,F33E-369C-A8B4,superQuery for BigQuery,superQuery for BigQuery,Analytics,Google Cloud Billing Catalog API,2026-05-28,Analytics,Analytics
GCP,F370-FC68-619B,Cloudinary Dynamic Media Management Solution,Cloudinary Dynamic Media Management Solution,Management,Google Cloud Billing Catalog API,2026-05-28,Management,Management
GCP,F573-2502-2C23,LogicMonitor,LogicMonitor,Management,Google Cloud Billing Catalog API,2026-05-28,Management,Other
GCP,F7E9-6A2F-C61B,Open Source Social Network,Open Source Social Network,Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,F98A-A936-FEBF,Preventive Maintenance ML,Preventive Maintenance ML,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,FA26-5236-B8B5,Cloud DNS,Cloud DNS,Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,FB27-E078-76FF,Aiven for MySQL,Aiven for MySQL,Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,FB65-D7BD-0287,Veritas Technologies Veritas NetBackup CloudPoint,Veritas Technologies Veritas NetBackup CloudPoint,Storage,Google Cloud Billing Catalog API,2026-05-28,Storage,Storage
GCP,FBE1-9050-D6DE,ShadowProtect Backup and Disaster Recovery (US & Canada),ShadowProtect Backup and Disaster Recovery (US & Canada),Storage,Google Cloud Billing Catalog API,2026-05-28,Storage,Storage
GCP,FBF2-FC68-171A,Security Command Center,Security Command Center,Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,FC68-9D7F-003C,DataStax Enterprise,DataStax Enterprise,Billing / Support,Google Cloud Billing Catalog API,2026-05-28,Other,Other
GCP,FD10-51B1-0541,PerimeterX Bot Defender Mobile,PerimeterX Bot Defender Mobile,Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,FEF0-295D-9A74,itopia Cloud Automation Stack,itopia Cloud Automation Stack,Management,Google Cloud Billing Catalog API,2026-05-28,Management,Management
